pred,obs,N,S,rowIndex,mtry,Resample
N,N,0.924,0.076,121,2,Fold07.Rep3
N,N,0.658,0.342,132,2,Fold07.Rep3
N,N,0.868,0.132,135,2,Fold07.Rep3
N,N,0.666,0.334,143,2,Fold07.Rep3
N,N,0.982,0.018,144,2,Fold07.Rep3
S,S,0.402,0.598,154,2,Fold07.Rep3
N,S,0.94,0.06,165,2,Fold07.Rep3
N,S,0.932,0.068,171,2,Fold07.Rep3
N,S,0.988,0.012,175,2,Fold07.Rep3
S,S,0.402,0.598,187,2,Fold07.Rep3
N,S,0.658,0.342,200,2,Fold07.Rep3
N,N,0.864,0.136,1,2,Fold08.Rep3
N,N,0.708,0.292,15,2,Fold08.Rep3
N,N,0.836,0.164,22,2,Fold08.Rep3
N,N,0.994,0.006,37,2,Fold08.Rep3
N,N,0.708,0.292,48,2,Fold08.Rep3
N,N,0.998,0.002,56,2,Fold08.Rep3
N,N,0.708,0.292,68,2,Fold08.Rep3
N,N,0.798,0.202,78,2,Fold08.Rep3
N,N,0.708,0.292,81,2,Fold08.Rep3
N,N,0.662,0.338,90,2,Fold08.Rep3
N,N,0.556,0.444,97,2,Fold08.Rep3
N,N,1,0,119,2,Fold08.Rep3
N,N,0.994,0.006,129,2,Fold08.Rep3
N,N,0.708,0.292,131,2,Fold08.Rep3
N,N,0.798,0.202,134,2,Fold08.Rep3
N,S,0.994,0.006,151,2,Fold08.Rep3
N,S,1,0,161,2,Fold08.Rep3
N,S,0.994,0.006,180,2,Fold08.Rep3
N,S,0.99,0.01,192,2,Fold08.Rep3
N,S,0.986,0.014,194,2,Fold08.Rep3
N,S,1,0,196,2,Fold08.Rep3
N,N,0.938,0.062,8,2,Fold09.Rep3
N,N,0.9,0.1,17,2,Fold09.Rep3
N,N,0.808,0.192,27,2,Fold09.Rep3
N,N,0.808,0.192,31,2,Fold09.Rep3
N,N,0.576,0.424,34,2,Fold09.Rep3
S,N,0.34,0.66,51,2,Fold09.Rep3
N,N,0.966,0.034,62,2,Fold09.Rep3
N,N,0.684,0.316,64,2,Fold09.Rep3
N,N,0.674,0.326,76,2,Fold09.Rep3
N,N,0.98,0.02,94,2,Fold09.Rep3
N,N,0.678,0.322,110,2,Fold09.Rep3
N,N,0.808,0.192,124,2,Fold09.Rep3
N,N,0.678,0.322,133,2,Fold09.Rep3
N,N,0.994,0.006,141,2,Fold09.Rep3
N,S,0.972,0.028,153,2,Fold09.Rep3
S,S,0.34,0.66,167,2,Fold09.Rep3
N,S,0.808,0.192,169,2,Fold09.Rep3
N,S,0.678,0.322,186,2,Fold09.Rep3
N,S,0.684,0.316,188,2,Fold09.Rep3
N,S,0.968,0.032,203,2,Fold09.Rep3
N,N,0.872,0.128,9,2,Fold10.Rep3
N,N,1,0,24,2,Fold10.Rep3
N,N,0.808,0.192,36,2,Fold10.Rep3
N,N,0.95,0.05,45,2,Fold10.Rep3
N,N,0.946,0.054,47,2,Fold10.Rep3
N,N,0.808,0.192,55,2,Fold10.Rep3
N,N,1,0,57,2,Fold10.Rep3
N,N,0.92,0.08,70,2,Fold10.Rep3
N,N,0.92,0.08,82,2,Fold10.Rep3
N,N,0.744,0.256,91,2,Fold10.Rep3
N,N,0.808,0.192,92,2,Fold10.Rep3
N,N,0.872,0.128,105,2,Fold10.Rep3
N,N,1,0,115,2,Fold10.Rep3
N,N,0.966,0.034,122,2,Fold10.Rep3
N,N,0.95,0.05,138,2,Fold10.Rep3
N,S,1,0,147,2,Fold10.Rep3
N,S,0.876,0.124,150,2,Fold10.Rep3
N,S,0.876,0.124,172,2,Fold10.Rep3
N,S,0.808,0.192,176,2,Fold10.Rep3
N,S,0.872,0.128,183,2,Fold10.Rep3
N,S,0.95,0.05,195,2,Fold10.Rep3
